record_id,work_date,month,week_start,shift,department,employee_count,labor_hours,units_picked,orders_picked,accurate_orders,quality_defects,safety_incidents
697,2026-02-16,2026-02,2026-02-16,Day,Stow,40,386.61,94665,40239,39742,219,0
698,2026-02-16,2026-02,2026-02-16,Night,Stow,30,256.24,50914,14829,14611,201,0
699,2026-02-16,2026-02,2026-02-16,Weekend,Stow,21,209.28,40758,12562,12403,92,0
700,2026-02-16,2026-02,2026-02-16,Day,Receive,30,254.92,51201,18887,18680,131,0
701,2026-02-16,2026-02,2026-02-16,Night,Receive,22,186.8,36293,12831,12678,110,0
702,2026-02-16,2026-02,2026-02-16,Weekend,Receive,25,229.44,42679,17514,17290,121,0
703,2026-02-16,2026-02,2026-02-16,Day,Sort,35,319.15,83919,27946,27770,145,0
704,2026-02-16,2026-02,2026-02-16,Night,Sort,35,306.48,79700,25593,25388,236,0
705,2026-02-16,2026-02,2026-02-16,Weekend,Sort,25,213.22,56271,20707,20601,94,0
706,2026-02-17,2026-02,2026-02-16,Day,Pick,31,280.78,85111,30936,30681,255,0
707,2026-02-17,2026-02,2026-02-16,Night,Pick,29,275.77,89849,30902,30521,164,0
708,2026-02-17,2026-02,2026-02-16,Weekend,Pick,24,231.21,61590,18300,18066,182,0
709,2026-02-17,2026-02,2026-02-16,Day,Pack,37,372.52,102433,29165,28862,212,0
710,2026-02-17,2026-02,2026-02-16,Night,Pack,32,295.94,69020,20396,20216,131,0
711,2026-02-17,2026-02,2026-02-16,Weekend,Pack,35,324.43,77067,31765,31609,99,0
712,2026-02-17,2026-02,2026-02-16,Day,Stow,39,364.58,80701,35146,34587,298,0
713,2026-02-17,2026-02,2026-02-16,Night,Stow,32,306.51,60337,21382,21054,242,0
714,2026-02-17,2026-02,2026-02-16,Weekend,Stow,21,177.12,38679,11941,11754,117,0
715,2026-02-17,2026-02,2026-02-16,Day,Receive,21,210.57,41991,13308,13111,98,0
716,2026-02-17,2026-02,2026-02-16,Night,Receive,35,352.36,60059,23137,22876,154,0
717,2026-02-17,2026-02,2026-02-16,Weekend,Receive,23,193.96,35449,12804,12637,134,0
718,2026-02-17,2026-02,2026-02-16,Day,Sort,26,256.4,74510,20663,20552,202,0
719,2026-02-17,2026-02,2026-02-16,Night,Sort,35,353.79,89139,32451,32147,155,0
720,2026-02-17,2026-02,2026-02-16,Weekend,Sort,34,344.39,88325,27594,27299,166,0
721,2026-02-18,2026-02,2026-02-16,Day,Pick,27,271.01,84324,27489,27163,167,0
722,2026-02-18,2026-02,2026-02-16,Night,Pick,24,238.86,69057,20749,20556,136,0
723,2026-02-18,2026-02,2026-02-16,Weekend,Pick,42,363.77,111351,30363,30030,296,0
724,2026-02-18,2026-02,2026-02-16,Day,Pack,21,183.36,50170,20622,20410,82,0
725,2026-02-18,2026-02,2026-02-16,Night,Pack,31,277.33,69646,19816,19709,148,0
726,2026-02-18,2026-02,2026-02-16,Weekend,Pack,24,206.21,44369,12974,12901,70,0
727,2026-02-18,2026-02,2026-02-16,Day,Stow,25,236.84,52182,23278,22885,202,0
728,2026-02-18,2026-02,2026-02-16,Night,Stow,37,342.02,75851,30409,29971,245,0
729,2026-02-18,2026-02,2026-02-16,Weekend,Stow,25,211.45,45373,20401,20088,141,0
730,2026-02-18,2026-02,2026-02-16,Day,Receive,24,234.34,43201,11729,11640,153,0
731,2026-02-18,2026-02,2026-02-16,Night,Receive,28,278.89,55644,19293,19114,171,0
732,2026-02-18,2026-02,2026-02-16,Weekend,Receive,41,367.49,66313,19573,19363,193,0
733,2026-02-18,2026-02,2026-02-16,Day,Sort,19,177.41,49974,14184,14012,148,0
734,2026-02-18,2026-02,2026-02-16,Night,Sort,30,305.13,74165,26301,26133,216,0
735,2026-02-18,2026-02,2026-02-16,Weekend,Sort,32,291.73,70755,20077,19900,152,0
736,2026-02-19,2026-02,2026-02-16,Day,Pick,19,183.2,63080,21443,21264,120,0
737,2026-02-19,2026-02,2026-02-16,Night,Pick,23,225.44,72816,21974,21701,176,0
738,2026-02-19,2026-02,2026-02-16,Weekend,Pick,23,211.98,64494,17751,17637,122,0
739,2026-02-19,2026-02,2026-02-16,Day,Pack,38,381.25,103555,30917,30623,144,0
740,2026-02-19,2026-02,2026-02-16,Night,Pack,29,248.05,61883,18401,18351,122,0
741,2026-02-19,2026-02,2026-02-16,Weekend,Pack,35,317.98,76035,20777,20653,154,0
742,2026-02-19,2026-02,2026-02-16,Day,Stow,22,191.88,46126,16064,15823,177,0
743,2026-02-19,2026-02,2026-02-16,Night,Stow,38,331.56,76741,20537,20178,294,1
744,2026-02-19,2026-02,2026-02-16,Weekend,Stow,33,328.01,67712,30650,30330,185,0
745,2026-02-19,2026-02,2026-02-16,Day,Receive,33,304.15,60185,19034,18740,215,0
746,2026-02-19,2026-02,2026-02-16,Night,Receive,38,357.34,70549,30966,30523,222,0
747,2026-02-19,2026-02,2026-02-16,Weekend,Receive,19,182.41,34231,12785,12681,70,0
748,2026-02-19,2026-02,2026-02-16,Day,Sort,23,199.88,54595,16760,16644,129,0
749,2026-02-19,2026-02,2026-02-16,Night,Sort,32,311.96,80602,35707,35480,161,0
750,2026-02-19,2026-02,2026-02-16,Weekend,Sort,20,195.3,52130,22627,22429,89,0
751,2026-02-20,2026-02,2026-02-16,Day,Pick,28,261.76,84401,25473,25254,163,0
752,2026-02-20,2026-02,2026-02-16,Night,Pick,38,355.38,98504,29330,29076,299,0
753,2026-02-20,2026-02,2026-02-16,Weekend,Pick,31,294.37,80831,26584,26437,188,0
754,2026-02-20,2026-02,2026-02-16,Day,Pack,36,334.57,89829,29979,29858,206,0
755,2026-02-20,2026-02,2026-02-16,Night,Pack,27,274.39,60071,26837,26689,84,0
756,2026-02-20,2026-02,2026-02-16,Weekend,Pack,37,377.33,84740,30994,30808,170,1
757,2026-02-20,2026-02,2026-02-16,Day,Stow,24,231.41,51213,22184,21849,173,0
758,2026-02-20,2026-02,2026-02-16,Night,Stow,21,202.32,42446,12636,12477,98,0
759,2026-02-20,2026-02,2026-02-16,Weekend,Stow,28,277.22,61100,20596,20314,141,0
760,2026-02-20,2026-02,2026-02-16,Day,Receive,22,209.64,44880,14671,14483,152,0
761,2026-02-20,2026-02,2026-02-16,Night,Receive,41,348.53,65252,21023,20811,194,1
762,2026-02-20,2026-02,2026-02-16,Weekend,Receive,36,346.82,64659,17857,17631,241,0
763,2026-02-20,2026-02,2026-02-16,Day,Sort,18,162.19,45054,14748,14583,108,0
764,2026-02-20,2026-02,2026-02-16,Night,Sort,21,209.08,57925,17403,17229,92,0
765,2026-02-20,2026-02,2026-02-16,Weekend,Sort,33,329.3,80865,22927,22696,185,0
766,2026-02-21,2026-02,2026-02-16,Day,Pick,29,284.57,95918,26197,25936,172,0
767,2026-02-21,2026-02,2026-02-16,Night,Pick,34,295.03,85790,28851,28663,193,0
768,2026-02-21,2026-02,2026-02-16,Weekend,Pick,42,418.71,125794,33991,33716,247,0
769,2026-02-21,2026-02,2026-02-16,Day,Pack,32,291.13,79998,33537,33268,105,0
770,2026-02-21,2026-02,2026-02-16,Night,Pack,20,180.0,46323,19587,19501,99,0
771,2026-02-21,2026-02,2026-02-16,Weekend,Pack,42,376.4,91918,33875,33571,146,0
772,2026-02-21,2026-02,2026-02-16,Day,Stow,32,307.46,68277,27846,27384,289,0
773,2026-02-21,2026-02,2026-02-16,Night,Stow,21,184.21,38710,14286,14052,143,0
774,2026-02-21,2026-02,2026-02-16,Weekend,Stow,25,217.71,43079,11875,11719,101,0
775,2026-02-21,2026-02,2026-02-16,Day,Receive,39,331.14,64831,27732,27389,210,0
776,2026-02-21,2026-02,2026-02-16,Night,Receive,38,376.39,72721,22824,22527,251,0
777,2026-02-21,2026-02,2026-02-16,Weekend,Receive,39,384.41,62843,17093,16933,188,0
778,2026-02-21,2026-02,2026-02-16,Day,Sort,40,369.72,104222,31629,31413,230,0
779,2026-02-21,2026-02,2026-02-16,Night,Sort,25,216.47,61460,23522,23296,111,0
780,2026-02-21,2026-02,2026-02-16,Weekend,Sort,28,274.95,73876,25255,24945,164,0
781,2026-02-22,2026-02,2026-02-16,Day,Pick,32,317.52,97930,35510,35194,252,0
782,2026-02-22,2026-02,2026-02-16,Night,Pick,40,393.37,114083,35220,34968,298,0
783,2026-02-22,2026-02,2026-02-16,Weekend,Pick,31,273.71,74139,30206,29915,138,0
784,2026-02-22,2026-02,2026-02-16,Day,Pack,40,378.55,102607,35424,35275,195,0
785,2026-02-22,2026-02,2026-02-16,Night,Pack,39,374.61,93975,28144,28037,131,0
786,2026-02-22,2026-02,2026-02-16,Weekend,Pack,28,263.18,63511,25590,25517,85,0
787,2026-02-22,2026-02,2026-02-16,Day,Stow,37,362.17,82031,27427,27092,199,0
788,2026-02-22,2026-02,2026-02-16,Night,Stow,36,360.93,79857,36294,35701,204,0
789,2026-02-22,2026-02,2026-02-16,Weekend,Stow,30,285.24,57870,22882,22642,166,0
790,2026-02-22,2026-02,2026-02-16,Day,Receive,39,348.98,75355,26024,25825,195,0
791,2026-02-22,2026-02,2026-02-16,Night,Receive,18,171.01,31956,8986,8908,66,0
792,2026-02-22,2026-02,2026-02-16,Weekend,Receive,19,159.63,28543,7579,7468,71,0
793,2026-02-22,2026-02,2026-02-16,Day,Sort,31,299.58,83512,30828,30537,174,0
794,2026-02-22,2026-02,2026-02-16,Night,Sort,39,339.77,84204,27262,27105,173,0
795,2026-02-22,2026-02,2026-02-16,Weekend,Sort,27,275.28,71318,29533,29181,111,0
796,2026-02-23,2026-02,2026-02-23,Day,Pick,33,316.28,110208,45592,45027,337,0
797,2026-02-23,2026-02,2026-02-23,Night,Pick,40,379.52,112108,45065,44640,297,0
798,2026-02-23,2026-02,2026-02-23,Weekend,Pick,29,255.38,71539,32343,32035,210,0
799,2026-02-23,2026-02,2026-02-23,Day,Pack,26,237.63,61783,22167,22108,119,0
800,2026-02-23,2026-02,2026-02-23,Night,Pack,21,198.33,51664,22191,22088,97,0
801,2026-02-23,2026-02,2026-02-23,Weekend,Pack,42,411.68,93314,40132,39996,127,0
802,2026-02-23,2026-02,2026-02-23,Day,Stow,41,393.38,93852,28487,28111,323,0
803,2026-02-23,2026-02,2026-02-23,Night,Stow,28,262.17,51632,17643,17462,177,0
804,2026-02-23,2026-02,2026-02-23,Weekend,Stow,29,293.74,63397,23809,23399,264,0
805,2026-02-23,2026-02,2026-02-23,Day,Receive,41,402.33,76986,24007,23746,231,0
806,2026-02-23,2026-02,2026-02-23,Night,Receive,27,266.11,50744,19085,18802,146,0
807,2026-02-23,2026-02,2026-02-23,Weekend,Receive,26,230.2,41570,15744,15532,138,0
808,2026-02-23,2026-02,2026-02-23,Day,Sort,36,350.29,102392,36678,36271,272,0
809,2026-02-23,2026-02,2026-02-23,Night,Sort,23,226.29,63886,23243,22968,112,0
810,2026-02-23,2026-02,2026-02-23,Weekend,Sort,22,217.97,57286,20025,19836,142,0
811,2026-02-24,2026-02,2026-02-23,Day,Pick,23,201.93,67555,24547,24342,201,0
812,2026-02-24,2026-02,2026-02-23,Night,Pick,23,212.41,63324,21379,21253,206,0
813,2026-02-24,2026-02,2026-02-23,Weekend,Pick,39,377.13,106604,43830,43543,189,0
814,2026-02-24,2026-02,2026-02-23,Day,Pack,32,290.8,72498,23782,23714,100,0
815,2026-02-24,2026-02,2026-02-23,Night,Pack,29,293.51,69724,19004,18935,115,0
816,2026-02-24,2026-02,2026-02-23,Weekend,Pack,21,186.05,43082,14665,14590,66,0
817,2026-02-24,2026-02,2026-02-23,Day,Stow,42,367.54,82611,25000,24598,279,0
818,2026-02-24,2026-02,2026-02-23,Night,Stow,20,168.43,33740,14259,14060,91,0
819,2026-02-24,2026-02,2026-02-23,Weekend,Stow,24,203.07,42489,18546,18310,174,0
820,2026-02-24,2026-02,2026-02-23,Day,Receive,37,353.3,73295,30642,30377,161,0
821,2026-02-24,2026-02,2026-02-23,Night,Receive,38,357.92,72370,19917,19719,175,0
822,2026-02-24,2026-02,2026-02-23,Weekend,Receive,20,191.0,36357,13760,13594,131,0
823,2026-02-24,2026-02,2026-02-23,Day,Sort,28,248.17,74086,28024,27688,155,0
824,2026-02-24,2026-02,2026-02-23,Night,Sort,26,263.12,66785,22990,22793,192,0
825,2026-02-24,2026-02,2026-02-23,Weekend,Sort,23,219.92,51388,16766,16614,124,0
826,2026-02-25,2026-02,2026-02-23,Day,Pick,32,310.01,92408,39888,39532,199,0
827,2026-02-25,2026-02,2026-02-23,Night,Pick,33,286.04,87804,23778,23583,192,0
828,2026-02-25,2026-02,2026-02-23,Weekend,Pick,30,283.03,80594,21759,21551,198,0
829,2026-02-25,2026-02,2026-02-23,Day,Pack,42,414.21,98542,38473,38187,204,0
830,2026-02-25,2026-02,2026-02-23,Night,Pack,21,197.84,51307,18494,18401,89,0
831,2026-02-25,2026-02,2026-02-23,Weekend,Pack,38,325.4,74688,19984,19787,134,0
832,2026-02-25,2026-02,2026-02-23,Day,Stow,38,333.09,77883,20780,20526,223,0
833,2026-02-25,2026-02,2026-02-23,Night,Stow,21,200.24,42148,18045,17821,159,0
834,2026-02-25,2026-02,2026-02-23,Weekend,Stow,24,202.7,45228,17520,17268,176,0
835,2026-02-25,2026-02,2026-02-23,Day,Receive,33,308.92,65491,22437,22268,133,0
836,2026-02-25,2026-02,2026-02-23,Night,Receive,41,347.56,60369,17291,17115,169,0
837,2026-02-25,2026-02,2026-02-23,Weekend,Receive,35,303.38,54434,14793,14568,121,0
838,2026-02-25,2026-02,2026-02-23,Day,Sort,33,331.09,96089,37124,36853,150,0
839,2026-02-25,2026-02,2026-02-23,Night,Sort,27,266.69,65560,20630,20510,107,0
840,2026-02-25,2026-02,2026-02-23,Weekend,Sort,21,195.19,51710,20255,20132,111,0
841,2026-02-26,2026-02,2026-02-23,Day,Pick,41,394.47,122620,32600,32310,242,0
842,2026-02-26,2026-02,2026-02-23,Night,Pick,24,234.61,71421,26096,25769,141,0
843,2026-02-26,2026-02,2026-02-23,Weekend,Pick,40,362.63,96767,37364,37034,190,0
844,2026-02-26,2026-02,2026-02-23,Day,Pack,38,361.09,97764,43939,43649,124,0
845,2026-02-26,2026-02,2026-02-23,Night,Pack,20,193.44,47308,17825,17737,103,0
846,2026-02-26,2026-02,2026-02-23,Weekend,Pack,22,192.96,45124,14858,14751,106,0
847,2026-02-26,2026-02,2026-02-23,Day,Stow,19,179.99,43306,13621,13392,171,0
848,2026-02-26,2026-02,2026-02-23,Night,Stow,31,260.66,53613,22451,22153,131,0
849,2026-02-26,2026-02,2026-02-23,Weekend,Stow,42,427.4,87663,29790,29418,234,0
850,2026-02-26,2026-02,2026-02-23,Day,Receive,21,206.51,42673,11380,11247,97,0
851,2026-02-26,2026-02,2026-02-23,Night,Receive,19,161.45,29376,11587,11431,91,0
852,2026-02-26,2026-02,2026-02-23,Weekend,Receive,32,271.3,50068,13606,13414,170,0
853,2026-02-26,2026-02,2026-02-23,Day,Sort,21,179.08,48464,16644,16513,104,0
854,2026-02-26,2026-02,2026-02-23,Night,Sort,28,246.8,60821,23717,23466,130,0
855,2026-02-26,2026-02,2026-02-23,Weekend,Sort,25,213.31,54443,23806,23591,101,0
856,2026-02-27,2026-02,2026-02-23,Day,Pick,23,209.24,62770,18728,18570,209,0
857,2026-02-27,2026-02,2026-02-23,Night,Pick,22,186.07,56398,21291,21022,141,0
858,2026-02-27,2026-02,2026-02-23,Weekend,Pick,42,378.77,115041,36338,36077,321,0
859,2026-02-27,2026-02,2026-02-23,Day,Pack,23,217.13,56521,22014,21855,106,0
860,2026-02-27,2026-02,2026-02-23,Night,Pack,24,227.16,57945,21894,21792,123,0
861,2026-02-27,2026-02,2026-02-23,Weekend,Pack,28,257.09,55712,15123,15079,130,0
862,2026-02-27,2026-02,2026-02-23,Day,Stow,31,315.09,66918,22661,22404,155,0
863,2026-02-27,2026-02,2026-02-23,Night,Stow,33,325.3,72738,30863,30445,176,0
864,2026-02-27,2026-02,2026-02-23,Weekend,Stow,40,388.69,86062,35676,35136,309,0
865,2026-02-27,2026-02,2026-02-23,Day,Receive,33,316.94,59521,20281,20059,180,0
866,2026-02-27,2026-02,2026-02-23,Night,Receive,32,313.26,62362,21892,21691,164,0
867,2026-02-27,2026-02,2026-02-23,Weekend,Receive,38,319.29,57776,20518,20313,169,0
868,2026-02-27,2026-02,2026-02-23,Day,Sort,42,373.2,114567,37344,37115,305,0
869,2026-02-27,2026-02,2026-02-23,Night,Sort,28,272.28,66383,17881,17754,187,0
870,2026-02-27,2026-02,2026-02-23,Weekend,Sort,29,267.89,61777,22172,22010,157,0
871,2026-02-28,2026-02,2026-02-23,Day,Pick,42,368.28,128460,49756,49129,325,0
872,2026-02-28,2026-02,2026-02-23,Night,Pick,36,358.85,111362,32705,32463,253,0
873,2026-02-28,2026-02,2026-02-23,Weekend,Pick,34,327.23,89195,38757,38341,227,0
874,2026-02-28,2026-02,2026-02-23,Day,Pack,21,194.17,50356,14303,14256,90,0
875,2026-02-28,2026-02,2026-02-23,Night,Pack,39,393.96,100016,26992,26723,230,0
876,2026-02-28,2026-02,2026-02-23,Weekend,Pack,20,182.06,39129,10481,10377,57,0
877,2026-02-28,2026-02,2026-02-23,Day,Stow,22,204.45,50536,16662,16454,144,0
878,2026-02-28,2026-02,2026-02-23,Night,Stow,35,352.7,75811,26395,26089,173,0
879,2026-02-28,2026-02,2026-02-23,Weekend,Stow,18,179.45,34985,9415,9299,108,0
880,2026-02-28,2026-02,2026-02-23,Day,Receive,38,373.02,74407,22787,22530,220,0
881,2026-02-28,2026-02,2026-02-23,Night,Receive,36,310.95,61016,24655,24324,173,0
882,2026-02-28,2026-02,2026-02-23,Weekend,Receive,42,416.72,69051,26008,25804,213,0
883,2026-02-28,2026-02,2026-02-23,Day,Sort,35,311.97,96204,27154,26965,240,0
884,2026-02-28,2026-02,2026-02-23,Night,Sort,25,215.26,62124,19916,19737,129,0
885,2026-02-28,2026-02,2026-02-23,Weekend,Sort,40,338.5,82288,29921,29636,190,0
886,2026-03-01,2026-03,2026-02-23,Day,Pick,27,232.7,69122,18734,18596,227,0
887,2026-03-01,2026-03,2026-02-23,Night,Pick,22,184.97,58442,15539,15370,169,0
888,2026-03-01,2026-03,2026-02-23,Weekend,Pick,27,273.92,82308,21714,21537,251,0
889,2026-03-01,2026-03,2026-02-23,Day,Pack,32,288.31,69975,23589,23349,144,0
890,2026-03-01,2026-03,2026-02-23,Night,Pack,18,164.21,42414,14557,14415,56,0
891,2026-03-01,2026-03,2026-02-23,Weekend,Pack,36,336.51,81603,23809,23596,111,0
892,2026-03-01,2026-03,2026-02-23,Day,Stow,39,374.74,81278,26923,26494,236,0
893,2026-03-01,2026-03,2026-02-23,Night,Stow,19,190.67,40623,16671,16493,122,0
894,2026-03-01,2026-03,2026-02-23,Weekend,Stow,27,243.56,48736,16731,16513,131,0
895,2026-03-01,2026-03,2026-02-23,Day,Receive,41,417.65,89129,33484,33181,332,0
896,2026-03-01,2026-03,2026-02-23,Night,Receive,31,268.19,51408,21991,21687,145,0
897,2026-03-01,2026-03,2026-02-23,Weekend,Receive,28,238.53,46232,13559,13358,125,0
898,2026-03-01,2026-03,2026-02-23,Day,Sort,31,270.16,77152,24818,24689,141,0
899,2026-03-01,2026-03,2026-02-23,Night,Sort,27,253.72,62437,17728,17625,123,0
900,2026-03-01,2026-03,2026-02-23,Weekend,Sort,32,281.73,75418,30828,30517,185,0
901,2026-03-02,2026-03,2026-03-02,Day,Pick,21,201.11,69942,24392,24159,201,0
902,2026-03-02,2026-03,2026-03-02,Night,Pick,21,205.31,62120,16552,16408,145,0
903,2026-03-02,2026-03,2026-03-02,Weekend,Pick,31,308.85,90789,30655,30411,177,0
904,2026-03-02,2026-03,2026-03-02,Day,Pack,36,303.54,75769,24202,23976,136,0
905,2026-03-02,2026-03,2026-03-02,Night,Pack,29,252.12,58845,20495,20429,99,0
906,2026-03-02,2026-03,2026-03-02,Weekend,Pack,34,324.7,69236,27583,27432,149,0
907,2026-03-02,2026-03,2026-03-02,Day,Stow,23,215.71,53927,15307,15123,155,0
908,2026-03-02,2026-03,2026-03-02,Night,Stow,40,362.1,79617,28820,28349,201,0
909,2026-03-02,2026-03,2026-03-02,Weekend,Stow,42,389.46,78398,21436,21078,201,0
910,2026-03-02,2026-03,2026-03-02,Day,Receive,24,235.95,48246,14605,14490,169,0
911,2026-03-02,2026-03,2026-03-02,Night,Receive,40,390.45,68567,23348,23000,237,0
912,2026-03-02,2026-03,2026-03-02,Weekend,Receive,33,297.88,55153,22768,22496,207,0
913,2026-03-02,2026-03,2026-03-02,Day,Sort,28,243.88,67659,19952,19722,117,0
914,2026-03-02,2026-03,2026-03-02,Night,Sort,40,352.31,88113,36586,36152,223,0
915,2026-03-02,2026-03,2026-03-02,Weekend,Sort,20,168.68,42783,14804,14642,68,0
916,2026-03-03,2026-03,2026-03-02,Day,Pick,36,306.24,92648,35568,35107,263,0
917,2026-03-03,2026-03,2026-03-02,Night,Pick,21,211.18,60584,16635,16435,141,0
918,2026-03-03,2026-03,2026-03-02,Weekend,Pick,41,413.91,128538,46630,46060,330,0
919,2026-03-03,2026-03,2026-03-02,Day,Pack,25,232.72,56002,15949,15879,105,0
920,2026-03-03,2026-03,2026-03-02,Night,Pack,27,235.15,59841,27115,26988,140,0
921,2026-03-03,2026-03,2026-03-02,Weekend,Pack,40,370.18,88488,35449,35268,123,0
922,2026-03-03,2026-03,2026-03-02,Day,Stow,30,274.9,64572,22640,22382,187,0
923,2026-03-03,2026-03,2026-03-02,Night,Stow,34,293.92,67260,20213,19949,156,0
924,2026-03-03,2026-03,2026-03-02,Weekend,Stow,21,190.94,39268,11625,11485,157,0
925,2026-03-03,2026-03,2026-03-02,Day,Receive,31,276.61,59551,23801,23445,208,0
926,2026-03-03,2026-03,2026-03-02,Night,Receive,39,353.39,60845,18558,18370,163,0
927,2026-03-03,2026-03,2026-03-02,Weekend,Receive,39,333.57,55874,19667,19455,120,0
928,2026-03-03,2026-03,2026-03-02,Day,Sort,23,195.88,61141,22299,22126,181,0
929,2026-03-03,2026-03,2026-03-02,Night,Sort,31,300.87,77471,23184,23002,150,0
930,2026-03-03,2026-03,2026-03-02,Weekend,Sort,38,383.72,95075,29104,28961,281,0
931,2026-03-04,2026-03,2026-03-02,Day,Pick,22,215.21,64972,24979,24741,180,0
932,2026-03-04,2026-03,2026-03-02,Night,Pick,21,204.29,65569,21878,21587,134,0
933,2026-03-04,2026-03,2026-03-02,Weekend,Pick,28,242.9,71325,30298,29908,212,0
934,2026-03-04,2026-03,2026-03-02,Day,Pack,32,280.43,75304,25233,25021,125,0
935,2026-03-04,2026-03,2026-03-02,Night,Pack,35,295.11,75229,19875,19806,105,0
936,2026-03-04,2026-03,2026-03-02,Weekend,Pack,30,275.9,58361,23504,23381,127,0
937,2026-03-04,2026-03,2026-03-02,Day,Stow,23,213.55,46741,13973,13783,115,0
938,2026-03-04,2026-03,2026-03-02,Night,Stow,39,366.48,80651,27323,26968,207,0
939,2026-03-04,2026-03,2026-03-02,Weekend,Stow,26,241.55,54307,17040,16790,232,0
940,2026-03-04,2026-03,2026-03-02,Day,Receive,18,170.33,32159,11542,11438,97,0
941,2026-03-04,2026-03,2026-03-02,Night,Receive,38,342.54,59960,21786,21511,156,0
942,2026-03-04,2026-03,2026-03-02,Weekend,Receive,25,220.56,38144,16329,16166,135,0
943,2026-03-04,2026-03,2026-03-02,Day,Sort,23,194.02,54041,18397,18294,127,0
944,2026-03-04,2026-03,2026-03-02,Night,Sort,26,219.35,58507,26171,25910,138,0
945,2026-03-04,2026-03,2026-03-02,Weekend,Sort,21,206.95,48852,14893,14747,110,0
946,2026-03-05,2026-03,2026-03-02,Day,Pick,28,243.6,76268,20332,20090,212,0
947,2026-03-05,2026-03,2026-03-02,Night,Pick,20,198.25,60448,22727,22429,204,0
948,2026-03-05,2026-03,2026-03-02,Weekend,Pick,25,238.11,74055,22117,21921,201,0
949,2026-03-05,2026-03,2026-03-02,Day,Pack,36,354.32,92035,36297,36147,186,0
950,2026-03-05,2026-03,2026-03-02,Night,Pack,27,247.84,60746,24104,23928,121,0
951,2026-03-05,2026-03,2026-03-02,Weekend,Pack,42,394.2,97222,30339,30146,144,0
952,2026-03-05,2026-03,2026-03-02,Day,Stow,39,395.14,96614,32776,32448,323,0
953,2026-03-05,2026-03,2026-03-02,Night,Stow,42,421.36,99279,29525,29022,264,0
954,2026-03-05,2026-03,2026-03-02,Weekend,Stow,25,216.77,46426,17320,17077,135,0
955,2026-03-05,2026-03,2026-03-02,Day,Receive,20,190.82,41016,15613,15407,92,0
956,2026-03-05,2026-03,2026-03-02,Night,Receive,25,228.26,40082,15988,15772,139,0
957,2026-03-05,2026-03,2026-03-02,Weekend,Receive,35,356.45,62908,17240,17001,155,0
958,2026-03-05,2026-03,2026-03-02,Day,Sort,26,249.23,67483,18934,18843,151,0
959,2026-03-05,2026-03,2026-03-02,Night,Sort,20,179.3,46337,20131,20033,131,0
960,2026-03-05,2026-03,2026-03-02,Weekend,Sort,20,182.29,49203,13866,13719,116,0
961,2026-03-06,2026-03,2026-03-02,Day,Pick,21,196.13,67478,18142,18032,146,0
962,2026-03-06,2026-03,2026-03-02,Night,Pick,25,236.99,75327,27884,27693,222,0
963,2026-03-06,2026-03,2026-03-02,Weekend,Pick,41,361.81,102518,42174,41664,341,0
964,2026-03-06,2026-03,2026-03-02,Day,Pack,26,258.78,62123,20345,20245,86,0
965,2026-03-06,2026-03,2026-03-02,Night,Pack,33,317.75,83776,23225,23155,141,0
966,2026-03-06,2026-03,2026-03-02,Weekend,Pack,27,227.82,57002,17986,17918,116,0
967,2026-03-06,2026-03,2026-03-02,Day,Stow,40,402.06,97108,37281,36743,347,0
968,2026-03-06,2026-03,2026-03-02,Night,Stow,39,336.17,78312,21922,21606,324,0
969,2026-03-06,2026-03,2026-03-02,Weekend,Stow,26,232.48,51968,15237,15007,209,0
970,2026-03-06,2026-03,2026-03-02,Day,Receive,32,305.17,65966,19250,19014,133,0
971,2026-03-06,2026-03,2026-03-02,Night,Receive,42,423.9,79584,27819,27575,260,0
972,2026-03-06,2026-03,2026-03-02,Weekend,Receive,21,207.56,38480,12783,12621,118,0
973,2026-03-06,2026-03,2026-03-02,Day,Sort,41,368.52,109686,32080,31844,198,0
974,2026-03-06,2026-03,2026-03-02,Night,Sort,38,328.51,86526,26995,26725,143,0
975,2026-03-06,2026-03,2026-03-02,Weekend,Sort,34,329.27,87788,27106,26795,210,0
976,2026-03-07,2026-03,2026-03-02,Day,Pick,28,257.96,89420,37048,36599,243,0
977,2026-03-07,2026-03,2026-03-02,Night,Pick,27,236.46,70532,28314,28130,232,0
978,2026-03-07,2026-03,2026-03-02,Weekend,Pick,25,210.93,55404,17909,17755,118,0
979,2026-03-07,2026-03,2026-03-02,Day,Pack,32,280.22,75762,30673,30449,133,0
980,2026-03-07,2026-03,2026-03-02,Night,Pack,20,202.49,46351,14915,14760,87,0
981,2026-03-07,2026-03,2026-03-02,Weekend,Pack,32,316.45,72963,28510,28257,173,0
982,2026-03-07,2026-03,2026-03-02,Day,Stow,26,231.88,54270,22534,22294,189,0
983,2026-03-07,2026-03,2026-03-02,Night,Stow,27,262.12,54076,21730,21487,124,0
984,2026-03-07,2026-03,2026-03-02,Weekend,Stow,25,237.8,52898,18950,18722,169,1
985,2026-03-07,2026-03,2026-03-02,Day,Receive,22,219.31,48165,16983,16749,128,0
986,2026-03-07,2026-03,2026-03-02,Night,Receive,37,327.86,57368,25008,24687,137,0
987,2026-03-07,2026-03,2026-03-02,Weekend,Receive,37,373.36,72450,22948,22730,148,0
988,2026-03-07,2026-03,2026-03-02,Day,Sort,37,336.17,104971,32062,31695,296,0
